"","Sample10","Sample11","Sample12","Sample13","Sample14","Sample15","Sample16","Sample17","Sample18","Sample20","Sample6","Sample63","Sample7","Sample8","Sample9"
"Adam25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adam26a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adam26b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adam29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adam30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adam34",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adam34l",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adam39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adam4",1.985,1.001,1.015,0,0,1.03,0,0,2.412,0,2,1.015,1.033,2.004,0
"Adam6a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adam6b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adamdec1",0,0,0,0,0,0,0,0,1.001,0,0,0,0,0,0
"Adamts15",196.038,143.769,73.693,52.882,66.927,50.784,171.134,87.404,112.387,89.75,165.112,77.457,151.054,53.165,79.718
"Adamts19",30.255,15.125,7.287,4.329,2.002,1,11.709,2.001,9.062,5.304,20.979,0,23.75,2.021,3.485
"Adamts5",58.811,55.963,12.274,33.382,28.057,29.313,20.05,19.737,63.296,13.722,36.852,11.18,28.948,24.548,11.76
"Adat2",82.653,113.595,69.546,74.174,70.246,86.891,90.784,42.489,42.564,50.787,41.877,70.137,76.442,69.672,71.586
"Adat3",31.552,23.614,27.487,8.942,37.576,11.19,50.364,16.716,18.346,14.527,48.044,38.643,33.849,33.233,28.193
"Adcy1",24080.164,31801.689,31122.191,18524.775,21804.623,23769.478,26116.378,21879.347,13722.038,45182.419,19894.096,21867.254,35331.383,28874.621,13422.289
"Adcy2",2315.058,3989.535,3037.84,2632.07,2572.448,2548.239,2827.549,2653.923,3012.15,3309.986,2589.283,2628.178,3429.361,2796.282,3044.562
"Adcy8",764.875,920.421,407.108,346.094,407.982,320.712,752.725,610.311,866.821,561.779,512.434,768.453,599.998,502.45,471.87
"Adcyap1",239.668,243.053,54.522,83.273,74.627,72.505,76.184,75.341,1046.36,133.804,150.16,118.018,182.303,114.002,60.146
"Adgre4",2.101,0,0,0,0,0,0,0,2.272,0,1.004,1,0,1,0
"Adgrf1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adgrf2",4.046,1.073,1.002,0,2.477,0,1.007,1,6.001,1,1,1,2.007,1.316,0.961
"Adgrf5",756.979,952.785,484.214,375.989,558.511,453.5,638.881,502.65,906.237,468.298,1014.361,391.122,923.68,445.136,322.862
"Adgrg3",3.006,2.004,0,3.018,1.877,0,2.029,0,0,2.034,0,1,2.014,1,0
"Adgrg6",43.4,39.599,32.666,17.298,20.05,22.129,7.755,30.876,62.199,30.395,43.985,43.225,40.425,28.357,14.843
"Adgrg7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adh5",1045.102,1234.77,869.691,1008.93,1012.53,868.041,1126.202,929.659,1297.709,888.106,987.349,1022.603,1348.102,801.051,1006.119
"Adh6b",0,2.013,0,0,1,0,0,0,0,0,0,0,0,0,0
"Adh7",2.009,2.001,0,0,0,0,0,2,5.209,0,1.003,0,3.016,0,2
"Adig",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adipoq",0,0,3.005,0,2.01,0,0,0,1,0,0,0,0,0,1
"Adm2",0,0,0,1.005,0,1.001,0,0,0,0,0,0,0.9,0,0
"Ado",2356.118,1771.291,1427.905,1231.587,1233.669,1126.901,1375.281,1565.619,1863.695,1387.533,2624.966,1026.625,3221.892,1835.469,1568.568
"Adora2a",69.181,61.85,35.372,36.331,48.372,468.421,90.589,39.621,41.839,36.344,139.325,61.684,453.023,46.163,49.867
"Adora2b",75,53.379,33.431,31.032,37.37,39.786,62.781,66.41,120.869,38.306,106.347,46.348,94.802,43.984,94.899
"Adora3",9.221,20.77,5.052,20.433,34.953,6.498,5.294,9.67,22.398,13.999,15.661,2.009,6.521,6.812,21.1
"Adra2a",721.407,662.702,380.649,358.36,382.566,521.65,738.331,866.741,1196.13,496.753,553.94,688.617,860.147,473.693,803.346
"Adra2b",33.742,10.157,0,0,3.64,8.011,29.456,0,21.829,17.807,21.43,1.001,20.373,0,0
"Adra2c",860.811,1075.223,1134.48,1528.365,732.915,1013.096,879.958,1392.994,879.796,1003.122,969.145,791.303,1408.707,872.14,2138.226
"Adrb1",395.335,561.041,446.435,464.267,534.948,417.867,475.088,647.6,374.95,805.01,509.658,509.843,566.166,605.644,695.499
"Adrb2",9.38,37.296,13.208,20.136,12.527,9.797,15.144,8.431,18.219,15.786,15.764,15.73,32.229,10.876,26.15
"Adss2",1127.008,1218.854,750.498,1220.227,936.736,1045.163,942.982,799.876,1143.387,1105.83,829.072,1014.078,1063.613,680.148,791.591
"Afg2b",178.434,151.841,119.289,99.763,136.949,61.203,137.038,153.263,214.493,107.185,239.838,66.925,277.011,143.562,173.712
"Afp",0,1.001,0,0,1.007,0,0,0,0,0,0,0,0,0,0
"Aga",88.253,140.142,60.987,29.019,85.279,52.517,90.223,73.563,149.365,51.426,105.138,67.288,116.263,68.444,90.652
"Aggf1",1144.235,1377.576,996.913,1792.336,1088.066,1244.051,1172.326,1084.692,1105.044,1166.363,1041.935,1133.837,1348.264,1024.488,1209.059
"Agmat",6.314,9.225,2.001,0,4.036,2.645,5.543,2.089,4.431,14.1,0,0,3.005,5.29,2
"Agpat4",1369.109,1255.566,901.906,945.127,1003.389,1190.451,1261.1,1109.095,1467.385,975.406,1197.491,879.272,1528.196,921.356,1202.442
"Agr3",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Agtrap",319.516,305.359,168.887,187.078,253.557,194.689,225.988,264.755,486.507,184.983,321.504,202.341,439.882,194.262,295.677
"Agxt",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Agxt2",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Ahcyl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ahnak2",227.355,125.711,39.929,214.214,70.566,64.928,97.447,68.487,144.277,40.199,164.684,22.519,153.945,39.525,63.792
"Ahsa1",2434.906,2946.543,2208.465,2837.051,2414.759,2288.315,2953.79,2574.672,2487.656,2882.556,2159.984,2304.251,2535.912,2041.861,2649.237
"Ahsg",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Ahsp",0,0,0,0,1,0,1.044,0,0,0,0,0,0,0,0
"AI429214",12.956,14.426,20.986,39.2,21.278,18.295,12,13.415,20.903,11.325,10.722,20.721,21.035,22.568,20.808
"AI467606",40.348,17.2,23.006,18.215,30.52,21.518,10.842,29.122,147.686,17.146,34.32,26.772,61.438,10.158,19.125
"AI593442",3955.282,3945.383,3853.731,2179.1,3043.179,2784.336,3763.261,2917.447,3232.476,4580.479,3996.744,2450.723,5628.079,3237.28,2612.348
"AI597479",420.088,434.372,311.784,427.588,365.108,430.564,367.046,311.414,537.911,370.096,372.108,396.357,396.353,296.41,296.045
"Ajm1",3846.303,3967.945,4040.71,1935.843,3552.988,2356.483,4580.986,4766.115,3371.27,3717.065,4127.248,2689.736,5099.407,3413.844,4368.137
"AK157302",0,0,0,0,0,0,0,2.778,0,1.411,0,0,0,1.287,0
"Ak3",1263.68,1255.053,1052.428,911.902,1133.119,1254.561,1200.874,1046.035,1426.188,1255.896,1183.902,819.258,1578.875,891.349,999.76
"Ak7",30.05,28.66,10.252,0,27.663,72.783,19.317,14.748,131.099,18.033,37.145,24.929,45.036,17.047,19.959
"Ak8",7.571,21.593,20.68,7.884,14.115,23.812,30.175,26.072,34.17,12.925,33.978,31.714,47.777,15.687,33.587
"Ak9",1.09,6.034,6.398,3.132,2.001,6.081,3.988,0,8.439,6.289,6.008,10.122,12.061,4.003,7.017
"Akain1",212.836,262.289,136.573,116.328,122.017,156.388,164.432,144.567,107.816,133.954,175.217,128.098,231.556,85.202,169.139
"Akap14",1.001,6.155,0,0,2.288,9.257,1.72,0,5.579,2.003,1.083,1,3.006,0,0
"Akap17a",5673.511,5021.822,5167.261,3217.467,3364.868,2116.705,4426.169,6764.142,7644.841,4326.53,8603.69,2417.002,9591.003,5923.582,10102.316
"Akap6",4035.721,5191.807,3779.864,5374.522,3439.901,5621.29,4114.748,4204.388,5603.287,4695.832,3763.391,3878.871,4981.459,3646.636,2971.822
"Akap8",907.286,932.617,752.874,762.045,810.568,471.828,870.156,588.576,847.663,650.567,808.951,505.733,845.258,558.291,347.997
"Akip1",44.477,43.134,28.649,47.152,35.018,22.565,39.853,22.635,62.911,22.792,48.518,23.627,72.53,26.651,34.787
"Akirin2",550.803,678.897,547.821,1054.8,512.521,660.312,746.317,713.103,805.684,678.541,685.041,667.323,851.842,568.904,886.594
"Akp-ps1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Akp3",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"Akr1b7",0,0,1,1.013,0,0,0,1,0,0,1.043,0,0,0,0
"Akr1b8",13.273,6.373,14.035,114.787,30.565,7.501,1.173,2.566,27.011,4.33,7.724,5.134,14.642,5.611,25.071
"Akr1c12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Akr7a5",483.118,652.767,457.984,339.372,415.022,327.571,570.473,538.14,780.769,461.185,505.569,358.29,728.979,470.01,740.74
"Albfm1",2,1.001,0,0,0,1,0,0,0,0,0,2.006,0,0,0
"Aldh1a1",2847.017,1833.227,788.421,332.58,1074.258,637.611,1225.248,793.105,1534.18,670.281,1909.614,244.252,1977.805,590.96,367.365
"Aldh1a2",230.287,234.426,125.707,212.56,102.621,45.601,143.52,163.128,139.511,65.757,310.286,59.167,179.777,49.374,19.771
"Aldh1a7",17.869,1,1.358,1,3.015,3.009,6.803,5.019,9.056,6.295,1.838,4.103,0,8.271,4.254
"Aldh1b1",130.109,266.077,251.948,269.17,172.289,178.921,241.047,215,273.54,164.761,167.111,216.405,207.727,202.261,336.496
"Aldh3b2",19.291,13.309,6.513,8.686,7.388,8.145,16.419,22.245,166.74,23.914,16.371,13.496,29.477,4.978,16.404
"Aldh5a1",2752.863,3025.448,1891.253,1991.975,1765.655,2520.569,2130.479,2255.05,3648.425,2142.319,2359.273,1537.807,2925.818,1633.515,1649.225
"Aldoart1",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"Aldoart2",2.157,9,3.143,0,0,5,5,4.776,7,4.062,1.001,0,7.929,1.001,4.067
"Alg10",544.33,685.123,569.984,1082.839,493.255,741.429,531.283,524.476,773.644,634.307,520.13,723.2,715.914,499.888,491.194
"Alg2",3194.89,3857.509,3362.353,4307.528,2887.299,3613.763,3578.622,3705.347,7062.704,3348.724,3001.902,3358.124,4231.705,2334.911,3327.709
"Alk",287.015,308.629,202.65,282.229,109.438,149.131,235.14,236.581,590.162,134.989,256.548,141.547,362.598,173.707,188.405
"Alkal1",0,0,0,0,0,0,0,0.902,0,0,0,0,0,0,0
"Alkal2",21.907,31.528,31.271,178.88,13.621,35.78,55.794,49.462,20.272,23.194,20.267,56.768,39.765,22.644,35.771
"Alkbh5",2654.939,2355.412,1807.44,2346.068,1724.481,1980.869,2063.02,1918.278,3698.571,1999.141,2545.904,1592.836,3429.01,1795.004,1972.714
"Alms1",101.307,123.042,77.401,68.167,80.181,88.668,69.47,71.371,146.928,111.438,93.884,74.493,119.462,73.517,48.191
"Alms1-ps1",4.208,6.526,0,2.584,0,0,0,2.642,0,0,0,4.615,6.054,5.044,0
"Alox12b",75.886,164.18,173.251,94.138,62.941,61.136,126.939,126.319,31.602,131.712,49.654,90.76,117.912,145.595,224.625
"Alox15",1,1,0,0,0,0,0,0,1.008,1,0,0,0,1,0
"Alpi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alx3",5.901,8.336,1.002,7.699,5.107,5.769,5.271,5.037,5.071,5.046,11.31,3.141,3.004,0,3.224
"Alyref",582.696,562.617,366.696,700.939,375.437,345.378,408.971,439.566,663.026,415.406,437.664,359.621,638.593,363.657,442.553
"Alyref2",79.999,62.835,61.792,45.075,39.333,42.331,60.564,74.017,71.257,77.553,36.832,40.695,69.422,43.373,69.855
"Alyreffm2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alyreffm3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alyreffm4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alyreffm5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alyreffm6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Amacr",164.319,170.053,106.577,109.592,131.598,137.538,151.375,138.937,216.147,147.588,102.804,110.418,180.284,105.28,158.59
"Ambp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Amd1",1916.793,1980.035,1640.578,2206.086,1411.919,1946.762,1877.454,1488.361,1895.123,2104.936,1765.901,1638.292,2120.267,1380.68,1435.743
"Amd2",6.478,0,6.035,13.476,0,0,1.776,6.756,5.549,2.319,0,0,10.146,0,1.995
"Amdhd1",1.004,6.3,0,0,0,2.003,3.664,1.017,0,3.79,0,2.002,0,0,1.001
"Amer1",109.096,148.187,83.442,79.078,91.243,95.01,99.99,94.614,89.462,77.612,96.218,97.316,115.199,102.285,77.107
"Amh",24.754,42.753,24.063,3.322,8.924,2.642,13.272,11.5,19.465,25.767,15.086,8.471,19.275,15.492,14.219
"Amigo2",485.882,588.894,431.02,236.679,309.61,394.616,348.944,357.933,1925.899,312.769,463.247,355.24,873.404,238.566,485.927
"Amigo3",26.733,29.704,36.01,22.047,34.69,20.851,42.13,34.632,52.197,35.86,33.37,13.878,42.536,16.811,20.6
"Ammecr1",58.264,50.498,41.732,53.192,33.362,29.33,27.461,63.227,124.479,57.588,104.167,27.932,100.404,35.32,63.369
"Amn",55.861,217.935,110.889,74.197,51.075,38.874,62.111,127.927,138.673,106.758,111.975,142.905,136.548,127.659,105.583
"Amtn",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Amy2-ps1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Amy2a4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Amy2a5",0,0,0,0,0,0,2,1,1,0,0,0,0,0,0
"Amy2b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anapc10",56.845,75.078,49.074,93.453,59.285,68.692,56.075,43.066,82.246,57.081,58.949,56.478,84.48,37.257,37.181
"Ang2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ang4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ang5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ang6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Angpt2",29.68,10.613,22.714,222.862,18.505,2.932,18.695,10.731,11.227,12.538,32.196,16.934,23.059,5.143,5.362
"Angpt4",1,1.003,2.003,0,0,2.015,1,1,1.002,1,0,0,0,0,0
"Angptl1",8.003,7.959,10.31,5.118,11.008,7.502,3.717,8.829,4.38,2.163,3.79,6.644,10.913,7.661,8.085
"Angptl2",52.623,85.577,38.482,247.02,73.181,59.012,31.811,76.316,68.927,65.172,159.705,80.293,218.966,33.455,85.337
"Angptl6",127.4,134.215,103.252,66.225,95.431,79.091,117.843,106.216,117.551,99.423,51.231,94.651,142.64,65.864,133.158
"Angptl7",5.056,0,1.001,3.096,1.006,2.018,2.202,3.054,0,2.608,4.557,0,3.016,5.201,7.531
"Angptl8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ank",7112.101,7499.498,5902.745,5335.787,5992.177,6089.929,6662.608,7370.816,7022.98,7247.089,7076.072,5568.606,9010.788,6105.167,6208.525
"Ankar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ankdd1a",5.013,7.106,5.818,3.725,8.194,8.408,22.357,4.095,27.39,5.849,20.824,4.027,15.872,1.003,2.538
"Ankk1",6.586,1,0,1.026,0,0,1,0,1,0,0,0,1.001,0,0
"Ankmy2",555.18,826.961,678.658,695.207,517.451,593.919,703.036,675.659,779.009,598.009,519.33,633.801,821.841,557.28,659.894
"Ankrd2",1.263,2.674,4.99,1.055,0,2.021,1.007,3.065,15.859,2.568,9.184,0,2.003,1.011,6.445
"Ankrd28",743.078,796.791,550.562,1390.346,703.359,856.33,725.372,586.497,746.791,540.282,843.96,575.872,746.115,620.035,514.238
"Ankrd31",2.035,4.092,0,2.002,0,0,0,0,0,1,0,0,0,1.001,0
"Ankrd34c",105.877,123.081,31.564,51.815,62.663,42.174,65.044,47.619,114.449,84.465,75.464,52.402,70.568,57.614,16.131
"Ankrd40cl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ankrd46",4758.926,5453.131,5058.878,6567.872,5033.801,5632.064,6134.271,5095.294,4753.449,5480.201,4531.333,4677.522,5927.164,3482.829,5232.257
"Ankrd49",112.193,120.908,86.014,125.886,78.596,150.602,97.255,84.084,65.21,62.58,66.22,79.683,110.128,44.365,73.229
"Ankrd53",0,7.962,0,0,1.005,1.011,1.006,2.004,0,0,1.033,2.192,1,0,1.01
"Ankrd63",160.615,566.889,664.879,367.627,479.777,916.414,895.111,829.885,178.045,762.818,219.542,762.278,540.7,817.254,1076.133
"Ankrd66",4.006,3.416,1.014,6.335,0,0,5.895,3.011,12.617,0,3.032,3.004,4.082,0,3.868
"Ankrd69",0,0,1.001,0,0,0,0,0,0,0,0,0,1.928,0,2.673
"Anks3",360.422,358.949,270.648,264.605,333.234,202.725,408.767,301.811,285.15,342.965,265.994,229.126,322.972,248.375,257.028
"Anks4b",1.001,0,1.248,2.014,1.054,4.793,2.018,8.425,0,0,0,3.001,0,0,3.005
"Ankub1",48.02,39.155,9.505,9.038,13.255,25.389,15.823,13.252,39.768,12.898,29.297,2.018,36.74,10.398,12.408
"Anln",1161.242,730.889,434.792,227.188,510.027,624.989,485.872,415.293,476.251,272.423,867.013,228.972,1155.827,599.593,260.703
"Ano10",282.936,270.987,252.785,314.521,306.157,223.076,258.193,227.969,477.915,211.768,301.993,290.441,384.35,252.736,306.423
"Ano5",12.292,21.272,18.577,10.101,0.821,10.982,16.324,11.854,27.733,10.945,9.973,5.061,16.498,12.145,3.279
"Ano6",446.399,438.666,255.798,786.028,347.107,350.879,356.074,334.43,521.408,323.821,441.063,280.315,462.184,218.265,326.769
"Ano9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Antxrl",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anxa2r1",0,0,0,0,1.001,0,0,0,0,0,2.004,0,0,0,0
"Anxa2r2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aoah",1.033,4.005,0,0,2.047,0,2.461,0,5.649,1,4.292,0,1.509,0,1
"Aoc1l2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aoc1l3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aoc2",32.739,0,0,0,0,9.102,7.815,0,18.372,15.496,29.18,0,0,0,0
"Aox1",108.114,76.138,89.917,73.065,104.491,55.801,59.352,45.641,100.997,64.411,99.619,39.02,112.185,66.229,67.092
"Aox2",0,0,0,0,0,0,0,0,4.225,0,0,0,0,0,0
"Ap1ar",1604.169,1574.902,1454.206,2384.215,1465.339,2214.999,1745.992,1780.439,1939.049,1773.915,1452.006,1500.729,1749.693,1263.489,1625.507
"Ap3b1",830.007,891.737,788.575,1210.726,722.77,757.435,894.651,750.815,848.658,928.291,922.662,736.947,1075.818,541.342,728.509
"Ap3d1",4568.432,4962.071,4422.064,6051.005,4290.844,4804.81,5521.462,5447.023,5697.679,5324.141,3897.93,4279.115,5362.02,3877.056,4905.065
"Ap3m2",2565.99,3598.792,2985.094,3219.464,3144.202,3761.023,3655.09,3623.768,3249.601,3779.152,2533.765,4042.277,3242.146,2735.238,3633.282
"Ap3s2",1647.957,1911.945,1455.932,1565.928,1320.445,1292.808,1657.006,1443.202,1603.553,1554.429,1413.562,1580.176,1907.529,1170.666,1550.932
"Ap5b1",111.491,119.873,136.691,92.111,106.506,91.65,110.527,128.535,179.558,80.905,155.713,75.223,189.261,132.603,166.341
"Ap5m1",200.746,285.916,167.706,185.49,154.914,228.197,140.661,126.185,250.405,237.438,197.22,204.348,228.437,141.079,120.883
"Apbb3",747.689,807.369,591.181,603.08,676.745,432.856,864.931,690.323,720.393,690.053,566.558,711.955,789.309,505.958,682.688
"Apcs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Api5-ps",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Apln",805.872,576.085,405.303,932.992,414.152,236.967,524.116,428.772,587.054,410.168,624.782,228.974,771.08,484.868,244.758
"Aplp1",68498.034,66037.872,64826.974,63924.07,56861.467,60627.85,76834.733,82250.547,83936.563,65258.157,67545.706,52727.496,96316.999,60365.723,86522.898
"Apmap",1111.703,1329.073,1072.845,1598.884,1051.468,1269.779,1319.984,1170.969,1762.133,981.489,1168.934,1227.825,1461.749,760.518,1207.969
"Apoa1",0,1.001,1,0,0,0,0,0,8.337,0,0,1,0,1,0
"Apoa4",0,0,0,0,0,0,0,0,3.003,0,0,0,0,0,0
"Apobec2",9.94,2.02,0,3.001,2.057,3.065,0,1.93,6.035,0,2.211,2,2.011,0,1.001
"Apobec4",0,0,0,0,1.001,0,0,0,0,0,1.003,0,0,0,2
"Apoc2l",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Apoc4",0,1.556,1,0,0,0,0,0,3.095,0,0,1,1,0,0
"Apof",3.52,1,1,0,0,0,0,1.025,0,0,3.064,0,4.022,0,0
"Apol10b",1.024,2.36,3.015,4.064,5.083,4.005,0,4.909,13.297,5.032,7.433,1,7.117,6.047,1.001
"Apol10c-ps",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Apol11a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Apol7b",0,4,0,2.008,0,0,0,0,0,0,0,0,0,0,0
"Apol7c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Apol7e",0,0.998,0,0,1,0,0,0,1.006,2.006,0,0,0,0,0
"Apol8",108.079,140.91,74.003,47.806,80.165,63.768,71.895,68.5,86.954,87.512,78.3,58.357,105.076,76.394,78.465
"Apol9b",2.875,3.543,2.833,1.363,9.429,0,1.002,7.131,4.513,2.061,8.497,0,3.12,1.002,2.027
"Apold1",55.321,67.018,185.072,180.854,48.384,28.072,43.534,62.246,53.246,53.903,35.426,40.798,138.796,43.891,48.341
"Apom",0,1,0,2.005,0,0,1,0,0,0,0,0,1,0,0
"Apon",0,1,0,0,1.001,0,0,0,0,0,0,0,0,0,0
"Apoo",309.993,419.612,239.843,333.519,214.601,384.16,351.877,343.71,282.541,338.25,245.75,396.66,487.876,218.293,408.605
"Apoo-ps",0,0,0,0,75.46,0,0,0,26.404,0,60.479,0,0,0,0
"Aprt",460.728,560.728,419.82,740.307,480.071,367.679,577.125,593.037,536.628,470.285,425.742,519.525,719.69,321.773,754.219
"Aprt-ps",0,0,3.656,0,0,0,0,0,0,0,0,0,0,0,0
"Aqp1",22.335,6.029,11.59,45.065,19.319,132.699,14.425,56.695,10.403,141.017,109.527,169.842,486.238,18.886,235.088
"Aqp12",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Aqp2",2.029,2.031,0,0.996,3.906,1.987,2.008,4.002,7.456,2.001,1.292,5.12,2.01,2.981,1.001
"Aqp3",0,0,0,7.635,0,0,0,0,0,0,0,0,0,0,0
"Aqp6",3.104,1.006,0,6.081,1.004,0,3.121,10.072,11.892,1.022,4.055,3.028,5.001,1.098,0
"Ar",376.78,495.875,282.167,314.431,287.691,535.511,370.788,426.781,976.027,413.701,372.901,307.905,457.604,291.117,399.559
"Areg",0,0,0,0,0,0,0,0,0,0,0,0,3.009,0,1.001
"Arf6",2347.434,1933.582,1594.352,1693.895,1561.753,1121.32,1546.901,1857.211,3051.161,1638.574,2361.767,1246.058,3203.681,1642.429,2141.812
"Arfgap3",284.107,405.687,282.209,357.3,296.278,262.198,295.247,291.76,483.764,257.22,313.262,261.239,438.961,267.765,297.989
"Arfgef3",2403.621,2514.923,1897.843,2069.202,1611.265,2454.882,1785.648,2083.619,3615.468,2640.93,2195.45,2055.119,2654.058,1712.583,1207.132
"Arfip1",19.571,9.969,2.001,13.99,2.878,16.02,11.944,18.521,5.112,0,23.558,33.982,38.818,3.04,17.716
"Arg2",9.917,12.735,14.198,12.377,12.167,10.624,3.401,22.134,11.641,16.553,14.144,33.459,23.689,20.397,23.954
"Arhgap10",69.721,159.213,117.279,205.919,131.9,111.7,161.976,180.872,50.679,204.381,75.116,163.172,96.884,123.79,154.359
"Arhgap31",712.999,705.868,496.717,631.63,610.177,468.506,569.72,736.92,831.738,553.564,772.712,387.757,984.786,627.952,551.194
"Arhgap33",2534.456,3695.356,4129.96,4341.742,4366.378,4155.724,6745.225,7618.496,2408.668,5485.041,2929.987,6376.214,4232.851,4215.83,6934.434
"Arhgef17",11322.413,11619.857,11905.91,8650.182,8868,9467.999,10621.453,11041.877,13360.513,12659.7,12128.182,7223.615,18512.601,8174.927,11261.98
"Arhgef33",74.683,24.7,7.379,22.625,29.649,8.225,16,36.654,65.663,10.702,16.723,54.744,24.557,13.237,12.188
"Arhgef37",45.749,41.49,20.891,23,33.968,19.429,24.536,26.353,46.415,25.072,48.264,22.431,69.993,27.912,18.567
"Arl11",18.269,5.415,11.404,7.269,14.314,2.704,5.826,10.37,11.636,3.33,7.682,8.109,4.939,21.251,8.142
"Arl13a",0,0,0,0,0,1.045,0,0,0,0,1,0,0,1.018,0
"Arl14",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Arl14epl",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Arl2",1168.06,1264.372,695.376,810.656,720.246,663.937,1103.437,948.797,1740.238,753.988,1070.503,695.558,1352.418,821.61,1181.726
"Arl4d",206.302,252.706,407.954,216.592,186.976,78.357,245.22,145.886,141.074,429.852,232.207,178.644,1007.107,255.407,179.721
"Arl5a",1467.775,1378.62,1035.301,2008.363,1071.891,1817.66,1165.912,1180.086,1811.466,1269.882,1252.61,1458.791,1561.378,878.706,957.476
"Arl6ip5",2833.557,3030.215,2437.761,3492.03,2689.593,2553.846,3317.596,2936.952,3235.812,3786.104,2765.489,2936.247,3215.96,2153.113,3089.914
"Arl6ip6",104.356,106.172,104.822,132.493,69.354,99.562,98.631,80.151,162.919,87.271,118.282,67.928,175.609,83.555,113.837
"Arl8b",2847.788,3436.954,2984.819,5008.28,2668.597,3898.424,3270.445,3048.2,3404.914,3753.489,2601.662,3557.505,3945.008,2346.545,3067.166
"Armc12",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"Armc5",545.6,596.933,448.602,597.251,427.756,381.855,479.233,514.926,659.382,423.602,560.926,418.606,852.721,421.745,625.198
"Armcx5",209.727,327.596,287.144,308.344,245.864,275.127,366.935,296.334,302.013,224.403,225.552,391.308,288.018,224.501,274.693
"Armh2",0,0,0,0,0,3.032,1,0,0,0,0,0,0,0,0
"Arpin",402.578,434.388,335.361,386.652,311.304,245.091,382.491,395.25,510.541,250.97,319.684,263.093,465.403,353.398,279.14
"Arrdc5",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Arsb",2283.857,3333.438,3208.918,2072.276,3072.285,2980.413,3132.401,3487.152,3774.381,3128.93,3223.635,3067.006,3993.574,2589.758,3209.658
"Arsi",21.987,17.225,25.43,17.926,21.161,15.488,13.271,16.354,15.805,31.845,34.051,10.549,45.21,11.04,7.742
"Art1",0,0,0,0,0,1.012,0,0,0,2,0,1,0,0,1.001
